"Abbrev","Full Title","Trnsl. Title","Publ.","Relat. Jrl.","ISSN","New","High Density","Book Ser","Video Ser","Bibl. Jrl."
"Math. Phys. Sci. Technol.","Mathematics and Physics for Science and Technology","","CRC Press, Boca Raton, FL.","","","N","N","Y","N","N"
"Math. Popul. Stud.","Mathematical Population Studies","","Routledge Journals, Taylor & Francis, Ltd., Abingdon.","","0889-8480","N","N","N","N","N"
"Math. Pract. Theory","Mathematics in Practice and Theory. Shuxue de Shijian yu Renshi","","Sci. Press Beijing, Beijing.","","1000-0984","N","N","N","N","N"
"Math. Probl. Eng.","Mathematical Problems in Engineering","","Hindawi Publ. Corp., New York.","","1024-123X","N","N","N","N","N"
"Math. Probl. Eng. Aerosp. Sci.","Mathematical Problems in Engineering and Aerospace Sciences","","Camb. Sci. Publ., Cambridge.","","","N","N","Y","N","N"
"Math. Proc. Cambridge Philos. Soc.","Mathematical Proceedings of the Cambridge Philosophical Society","","Cambridge Univ. Press, Cambridge.","","0305-0041","N","Y","N","N","N"
"Math. Proc. R. Ir. Acad.","Mathematical Proceedings of the Royal Irish Academy","","Roy. Irish Acad., Dublin.","","1393-7197","N","Y","N","N","N"
"Math. Program.","Mathematical Programming. A Publication of the Mathematical Programming Society","","Springer, Heidelberg.","","0025-5610","N","Y","N","N","N"
"Math. Program. Comput.","Mathematical Programming Computation","","Springer, Berlin.","","1867-2949","N","N","N","N","N"
"Math. Rep. (Bucur.)","Mathematical Reports (Bucuresti)","","Ed. Acad. Romane, Bucharest.","","1582-3067","N","Y","N","N","N"
"Math. Res. Lett.","Mathematical Research Letters","","Int. Press, Somerville, MA.","","1073-2780","N","Y","N","N","N"
"Math. Scand.","Mathematica Scandinavica","","Aarhus Univ., Aarhus.","","0025-5521","N","Y","N","N","N"
"Math. Sci.","The Mathematical Scientist","","Appl. Probab. Trust, Sheffield.","","0312-3685","N","N","N","N","N"
"Math. Sci. Hum. Math. Soc. Sci.","Mathematiques et Sciences Humaines. Mathematics and Social Sciences","","Ecole Hautes Etudes Sci. Soc., Paris.","","0987-6936","N","N","N","N","N"
"Math. Sci. Q. J.","Mathematical Sciences Quarterly Journal","","Islam. Azad Univ., Karaj Branch, Tehran.","","2008-1359","N","N","N","N","N"
"Math. Sci. Res. Inst. Publ.","Mathematical Sciences Research Institute Publications","","Cambridge Univ. Press, Cambridge.","","","N","N","Y","N","N"
"Math. Sci. Res. J.","Mathematical Sciences Research Journal. An International Journal of Rapid Publication","","Global, Sauk Rapids, MN.","","1537-5978","N","Y","N","N","N"
"Math. Semesterber.","Mathematische Semesterberichte","","Springer, Berlin.","","0720-728X","N","Y","N","N","N"
"Math. Slovaca","Mathematica Slovaca","","Versita, Warsaw.","","0139-9918","N","Y","N","N","N"
"Math. Social Sci.","Mathematical Social Sciences","","Elsevier Sci. B. V., Amsterdam.","","0165-4896","N","Y","N","N","N"
"Math. Structures Comput. Sci.","Mathematical Structures in Computer Science. A Journal in the Applications of Categorical, Algebraic and Geometric Methods in Computer Science","","Cambridge Univ. Press, Cambridge.","","0960-1295","N","Y","N","N","N"
"Math. Stud. Monogr. Ser.","Mathematical Studies Monograph Series","","VNTL Publ., Lviv.","","","N","N","Y","N","N"
"Math. Stud. (Tartu)","Mathematics Studies (Tartu)","","Est. Math. Soc., Tartu.","","","N","N","Y","N","N"
"Math. Student","The Mathematics Student","","Indian Math. Soc., Delhi.","","0025-5742","N","N","N","N","N"
"Math. Surveys Monogr.","Mathematical Surveys and Monographs","","Amer. Math. Soc., Providence, RI.","","0076-5376","N","N","Y","N","N"
"Math. Theory Appl. (Changsha)","Mathematical Theory and Applications","","Central South Univ., Changsha.","","1006-8074","N","Y","N","N","N"
"Math. Today (Ahmedabad)","Mathematics Today (Ahmedabad)","","Vaidya Sanman Nidhi, Ahmedabad.","","","N","Y","N","N","N"
"Math. Today (Southend-on-Sea)","Mathematics Today","","Inst. Math. Appl., Southend-on-Sea.","","1361-2042","N","N","N","N","N"
"Math. Vis.","Mathematics and Visualization","","Springer, Berlin.","","1612-3786","N","N","Y","N","N"
"Math. World","Mathematical World","","Amer. Math. Soc., Providence, RI.","","1055-9426","N","N","Y","N","N"
"Math. Z.","Mathematische Zeitschrift","","Springer, Berlin.","","0025-5874","N","Y","N","N","N"
"Mathematica","Mathematica","","Ed. Acad. Romane, Bucharest.","","1222-9016","N","Y","N","N","N"
"Mathematika","Mathematika. A Journal of Pure and Applied Mathematics","","London Math. Soc., London.","","0025-5793","N","Y","N","N","N"
"Mathesis","Mathesis","","Vrin, Paris.","","1765-8055","N","N","Y","N","N"
"MathS in Action","MathematicS in Action","","Soc. Math. Appl. Indust., Paris.","","2102-5754","N","Y","N","N","N"
"Mathware Soft Comput.","Mathware & Soft Computing","","Univ. Politec. Catalunya, Barcelona.","","1134-5632","N","N","N","N","N"
"Matimyas Mat.","Matimyas Matematika","","Math. Soc. Philippines, Quezon City.","","0115-6926","N","N","N","N","N"
"Meccanica","Meccanica. International Journal of Theoretical and Applied Mechanics","","Springer, Dordrecht.","","0025-6455","N","N","N","N","N"
"Mech. Eng.","Mechanical Engineering","","CRC Press, Boca Raton, FL.","","","N","N","Y","N","N"
"Mech. Engrg. Ser.","Mechanical Engineering Series","","Springer, New York.","","","N","N","Y","N","N"
"Mediterr. J. Math.","Mediterranean Journal of Mathematics","","Birkhauser, Basel.","","1660-5446","N","Y","N","N","N"
"Mekh. Tverd. Tela","Natsionalnaya Akademiya Nauk Ukrainy. Institut Prikladnoi Matematiki i Mekhaniki. Mekhanika Tverdogo Tela","","Nats. Akad. Nauk Ukrainy Inst. Prikl. Mat. Mekh., Donetsk.","","0321-1975","N","N","N","N","N"
"Mem. Amer. Math. Soc.","Memoirs of the American Mathematical Society","","Amer. Math. Soc., Providence, RI.","","0065-9266","N","Y","N","N","N"
"Mem. Differential Equations Math. Phys.","Georgian Academy of Sciences. A. Razmadze Mathematical Institute. Memoirs on Differential Equations and Mathematical Physics","","Publ. House GCI, Tbilisi.","","1512-0015","N","N","N","N","N"
"Mem. Fac. Educ. Hum. Stud. Akita Univ. Nat. Sci.","Memoirs of Faculty of Education and Human Studies. Akita University. Natural Sciences","","Akita Univ., Akita.","","1348-5296","N","N","N","N","N"
"Mem. Fac. Educ. Shiga Univ. III Nat. Sci.","Memoirs of Faculty of Education. Shiga University. III: Natural Science","","Shiga Univ., Otsu.","","1342-9272","N","N","N","N","N"
"Mem. Fac. Sci. Eng. Shimane Univ. Ser. B Math. Sci.","Memoirs of the Faculty of Science and Engineering Shimane University. Series B. Mathematical Science","","Shimane Univ., Matsue.","","1342-7121","N","N","N","N","N"
"Mem. Inst. Sci. Engrg. Ritsumeikan Univ.","Memoirs of the Institute of Science and Engineering. Ritsumeikan University","","Ritsumeikan Univ., Kusatsu.","","0370-4254","N","N","N","N","N"
"Mem. Osaka Inst. Tech. Ser. A","Memoirs of the Osaka Institute of Technology. Series A. Sciences and Technology","","Osaka Inst. Tech., Osaka.","","0375-0191","N","N","N","N","N"
"Mem. Osaka Kyoiku Univ. Ser. III Nat. Sci. Appl. Sci.","Memoirs of Osaka Kyoiku University. Ser. III. Natural Science and Applied Science","","Osaka Kyoiku Univ., Osaka.","","1345-7209","N","N","N","N","N"
"Mem. Real Acad. Cienc. Artes Barcelona","Memorias de la Real Academia de Ciencias y Artes de Barcelona","","Real Acad. Ci. Art., Barcelona.","","0368-8283","N","N","N","N","N"
"Mem. Real Acad. Cienc. Exact. Fis. Natur. Madrid","Memorias de la Real Academia de Ciencias Exactas, Fisicas y Naturales de Madrid. Serie de Ciencias Exactas","","Real Acad. Cienc. Exact. Fis. Natur., Madrid.","","0211-1721","N","N","N","N","N"
"Mem. Sect. Stiint. Acad. Romana Ser. IV","Academia Romana. Memoriile Sectiilor Stiintifice. Seria IV","","Ed. Acad. Romane, Bucharest.","","1224-1407","N","N","N","N","N"
"Mem. Soc. Math. Fr. (N.S.)","Memoires de la Societe Mathematique de France. Nouvelle Serie","","Soc. Math. France, Paris.","","0249-633X","N","Y","N","N","N"
"Menemui Mat.","Menemui Matematik. Discovering Mathematics","","Malays. Math. Sci. Soc., Kuala Lumpur.","","0126-9003","N","N","N","N","N"
"Metalogicon","Metalogicon. Rivista Internazionale di Logica Pura e Applicata, di Linguistica e di Filosofia","","Millenn. Romae, Rome.","","1594-6916","N","N","N","N","N"
"Methodol. Comput. Appl. Probab.","Methodology and Computing in Applied Probability","","Springer, Norwell, MA.","","1387-5841","N","N","N","N","N"
"Methods Appl. Anal.","Methods and Applications of Analysis","","Int. Press, Somerville, MA.","","1073-2772","N","Y","N","N","N"
"Methods Funct. Anal. Topology","Methods of Functional Analysis and Topology","","TBiMC Sci. Publ., Kiev.","","1029-3531","N","Y","N","N","N"
"Metody Vychisl.","Metody Vychislenii","","Izd. St.-Peterbg. Univ., St. Petersburg.","","0131-2146","N","N","N","N","N"
"Metrika","Metrika. International Journal for Theoretical and Applied Statistics","","Physica, Heidelberg.","","0026-1335","N","N","N","N","N"
"Metron","Metron. International Journal of Statistics","","Univ. Studi Roma ``La Sapienza'', Rome.","","0026-1424","N","N","N","N","N"
"Michigan Math. J.","Michigan Mathematical Journal","","Univ. Michigan, Ann Arbor, MI.","","0026-2285","N","Y","N","N","N"
"Milan J. Math.","Milan Journal of Mathematics","","Birkhauser, Basel.","","1424-9286","N","Y","N","N","N"
"Mind","Mind. A Quarterly Review of Philosophy","","Oxford Univ. Press, Oxford.","","0026-4423","N","N","N","N","N"
"Miscelanea Mat.","Miscelanea Matematica","","Soc. Mat. Mexicana, Mexico.","","","N","N","N","N","N"
"Miskolc Math. Notes","Miskolc Mathematical Notes. A Publication of the University of Miskolc","","Miskolc Univ. Press, Miskolc.","","1787-2405","N","Y","N","N","N"
"Missouri J. Math. Sci.","Missouri Journal of Mathematical Sciences","","Central Missouri State Univ., Dept. Math. and Comp. Sci., Warrensburg, MO.","Continued as Missouri J. Math. Sci.","0899-6180","N","N","N","N","N"
"Missouri J. Math. Sci.","Missouri Journal of Mathematical Sciences","","Univ. Central Missouri, Warrensburg, MO.","Formerly Missouri J. Math. Sci.","0899-6180","Y","N","N","N","N"
"Mitt. Dtsch. Math.-Ver.","Mitteilungen der Deutschen Mathematiker-Vereinigung","","Deutsche Math. Ver., Berlin.","","0947-4471","N","N","N","N","N"
"Mitt. Math. Ges. Hamburg","Mitteilungen der Mathematischen Gesellschaft in Hamburg","","Math. Gesellsch., Hamburg.","","0340-4358","N","Y","N","N","N"
"MLQ Math. Log. Q.","MLQ. Mathematical Logic Quarterly","","Wiley-VCH Verlag, Berlin.","","0942-5616","N","Y","N","N","N"
"Mod. Birkhauser Class.","Modern Birkhauser Classics","","Birkhauser/Springer Basel AG, Basel.","","","N","N","Y","N","N"
"Mod. Methods Math.","Modern Methods in Mathematics","","Nashboro Press, Brentwood, TN.","","","N","N","Y","N","N"
"Model. Mec. Fluides Struct.","Modelisation en Mecanique des Fluides et des Structures","Modelling in the Mechanics of Fluids and Structures","Hermes Sci. Publ./Lavoisier, Paris.","","","N","N","Y","N","N"
"Model. Simul. Sci. Eng. Technol.","Modeling and Simulation in Science, Engineering and Technology","","Birkhauser/Springer, New York.","","","N","N","Y","N","N"
"Modern Phys. Lett. A","Modern Physics Letters A. Particles and Fields, Gravitation, Cosmology, Nuclear Physics","","World Sci. Publ., Singapore.","","0217-7323","N","N","N","N","N"
"Modern Phys. Lett. B","Modern Physics Letters B. Condensed Matter Physics, Statistical Physics, Applied Physics","","World Sci. Publ., Singapore.","","0217-9849","N","N","N","N","N"
"Mohu Xitong yu Shuxue","Mohu Xitong yu Shuxue. Fuzzy Systems and Mathematics","","Nat. Univ. Defence Tech., Changsha.","","1001-7402","N","Y","N","N","N"
"Monatsh. Math.","Monatshefte fur Mathematik","","Springer, Vienna.","","0026-9255","N","Y","N","N","N"
"Mong. Math. J.","Mongolian Mathematical Journal","","Mong. Math. Soc., Ulaanbaatar.","","","N","Y","N","N","N"
"Monogr. Comput. Sci.","Monographs in Computer Science","","Springer, New York.","","","N","N","Y","N","N"
"Monogr. Enseign. Math.","Monographies de L'Enseignement Mathematique","Monographs of L'Enseignement Mathematique","Enseignement Math., Geneva.","","0425-0818","N","N","Y","N","N"
"Monogr. Mat. Garcia Galdeano","Monografias Matematicas ``Garcia de Galdeano''","Monographs of the ``Garcia de Galdeano'' Mathematics","Prensas Univ. Zaragoza, Zaragoza.","Formerly Monogr. Semin. Mat. Garcia Galdeano","","Y","N","Y","N","N"
"Monogr. Mat. (Timisoara)","Monografii Matematice (Timisoara)","Mathematical Monographs (Timisoara)","Univ. Vest Timisoara, Fac. Mat. Inform., Timisoara.","","1453-7702","N","N","Y","N","N"
"Monogr. Math.","Monographs in Mathematics","","Birkhauser/Springer Basel AG, Basel.","","","N","N","Y","N","N"
"Monogr. Number Theory","Monographs in Number Theory","","World Sci. Publ., Hackensack, NJ.","","1793-8341","N","N","Y","N","N"
"Monogr. Phys. Chem. Mater.","Monographs on the Physics and Chemistry of Materials","","Oxford Univ. Press, Oxford.","","","N","N","Y","N","N"
"Monogr. Real Acad. Ci. Exact. Fis.-Quim. Nat. Zaragoza","Monografias de la Real Academia de Ciencias Exactas, Fisicas, Quimicas y Naturales de Zaragoza","Monographs of the Real Academy of Exact, Physical, Chemical and Natural Science of Zaragoza","Real Acad. Ci. Exact., Fis. Quim. Nat. Zar, Zaragoza.","","","N","N","Y","N","N"
"Monogr. Semin. Mat. Garcia Galdeano","Monografias del Seminario Matematico ``Garcia de Galdeano''","Monographs of the ``Garcia de Galdeano'' Mathematics Seminar","Prensas Univ. Zaragoza, Zaragoza.","Continued as Monogr. Mat. Garcia Galdeano","","N","N","Y","N","N"
"Monogr. Ser. Nonlinear Sci. Complex.","Monograph Series on Nonlinear Science and Complexity","","Elsevier B. V., Amsterdam.","","1574-6917","N","N","Y","N","N"
"Monogr. Statist. Appl. Probab.","Monographs on Statistics and Applied Probability","","CRC Press, Boca Raton, FL.","","","N","N","Y","N","N"
"Monogr. Theoret. Comput. Sci. EATCS Ser.","Monographs in Theoretical Computer Science. An EATCS Series","","Springer, Berlin.","","","N","N","Y","N","N"
"Monografie (Wroclaw)","Monografie (Wroclaw)","Monographs (Wroclaw)","Oficyna Wydawn. Politech. Wroclaw., Wroclaw.","See also Prace Nauk. Inst. Inform. Autom. Robot. Politech. Wroc.","0324-9786","N","N","Y","N","N"
"Monte Carlo Methods Appl.","Monte Carlo Methods and Applications","","De Gruyter, Berlin.","","0929-9629","N","Y","N","N","N"
"Montroll Memorial Lecture Ser. Math. Phys.","Montroll Memorial Lecture Series in Mathematical Physics","","Cambridge Univ. Press, Cambridge.","","","N","N","Y","N","N"
"MOS-SIAM Ser. Optim.","MOS-SIAM Series on Optimization","","SIAM, Philadelphia, PA.","","","Y","N","Y","N","N"
"Mosc. Math. J.","Moscow Mathematical Journal","","Indep. Univ. Mosc., Moscow.","","1609-3321","N","Y","N","N","N"
"Moscow Univ. Comput. Math. Cybernet.","Moscow University Computational Mathematics and Cybernetics","","Allerton Press, New York.","Translation of Vestnik Moskov. Univ. Ser. XV Vychisl. Mat. Kibernet.","0278-6419","N","N","N","N","N"
"Moscow Univ. Math. Bull.","Moscow University Mathematics Bulletin","","Allerton Press, New York.","Translation of the mathematics section of Vestnik Moskov. Univ. Ser. I Mat. Mekh.","0027-1322","N","N","N","N","N"
"MPS/SIAM Ser. Optim.","MPS/SIAM Series on Optimization","","SIAM, Philadelphia, PA.","","","N","N","Y","N","N"
"MR","Mathematical Reviews","","Amer. Math. Soc., Providence, RI.","","0025-5629","N","N","N","N","Y"
"MS&A. Model. Simul. Appl.","MS&A. Modeling, Simulation and Applications","","Springer Italia, Milan.","","","N","N","Y","N","N"
"MSJ Mem.","MSJ Memoirs","","Math. Soc. Japan, Tokyo.","","","N","N","Y","N","N"
"Multibody Syst. Dyn.","Multibody System Dynamics","","Springer, Dordrecht.","","1384-5640","N","N","N","N","N"
"Multidimens. Syst. Signal Process.","Multidimensional Systems and Signal Processing. An International Journal","","Springer, New York.","","0923-6082","N","N","N","N","N"
"Multiscale Model. Simul.","Multiscale Modeling & Simulation. A SIAM Interdisciplinary Journal","","SIAM, Philadelphia, PA.","","1540-3459","N","Y","N","N","N"
"Munster J. Math.","Munster Journal of Mathematics","","Univ. Munster, Munster.","","1867-5778","N","Y","N","N","N"
"N. Am. Actuar. J.","North American Actuarial Journal","","Soc. Actuar., Schaumburg, IL.","","1092-0277","N","N","N","N","N"
"Nachr. Akad. Wiss. Gottingen Math.-Phys. Kl. II","Nachrichten der Akademie der Wissenschaften in Gottingen. II. Mathematisch-Physikalische Klasse","","Vandenhoeck & Ruprecht, Gottingen.","","0065-5295","N","N","N","N","N"
"Nagoya Math. J.","Nagoya Mathematical Journal","","Duke Univ. Press, Durham, NC.","","0027-7630","N","Y","N","N","N"
"Nanjing Daxue Xuebao Shuxue Bannian Kan","Nanjing Daxue Xuebao. Shuxue Bannian Kan. Nanjing University. Journal. Mathematical Biquarterly","","J. Nanjing Univ., Editor. Board, Nanjing.","","0469-5097","N","Y","N","N","N"
"Nanjing Shida Xuebao Ziran Kexue Ban","","","","See J. Nanjing Norm. Univ. Nat. Sci. Ed.","","N","N","N","N","N"
"Nanjing Univ. J. Math. Biquarterly","","","","See Nanjing Daxue Xuebao Shuxue Bannian Kan","","N","N","N","N","N"
"Nankai Tracts Math.","Nankai Tracts in Mathematics","","World Sci. Publ., Hackensack, NJ.","","1793-1118","N","N","Y","N","N"
"Nat. Acad. Sci. Lett.","National Academy Science Letters","","Nat. Acad. Sci., Allahabad.","","0250-541X","N","N","N","N","N"
"Nat. Comput.","Natural Computing. An International Journal","","Springer, Dordrecht.","","1567-7818","N","N","N","N","N"
"Nat. Comput. Ser.","Natural Computing Series","","Springer, Berlin.","","1619-7127","N","N","Y","N","N"
"Nat. Resour. Model.","Natural Resource Modeling","","Wiley-Blackwell, Malden, MA.","","0890-8575","N","N","N","N","N"
"Nat. Sci. Res.","Natural Science Research","","Univ. Tokushima, Fac. Integr. Arts Sci., Tokushima.","","0914-6385","N","N","N","N","N"
"NATO Sci. Peace Secur. Ser. B Phys. Biophys.","NATO Science for Peace and Security Series B: Physics and Biophysics","","Springer, Dordrecht.","","1871-465X","N","N","Y","N","N"
